IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,Reference,Alloclinus_holderi,Centrostephanus_coronatus,Coryphopterus_nicholsi,Cypraea_spadicea,Eisenia_arborea,Laminaria_farlowii,Lithopoma_gibberosa,Lythrypnus_dalli,Megastraea_undosa,Parastichopus_parvimensis,Patiria_miniata,Pterygophora_californica,Strongylocentrotus_franciscanus,Strongylocentrotus_purpuratus,Styela_montereyensis,Tegula_regina,Macrocystis_pyrifera,Pisaster_giganteus,Sargassum_horneri,Pisaster_ochraceus,Aplysia_californica,Crassedoma_giganteum,Haliotis_corrugata,Haliotis_fulgens,Haliotis_rufescens,Kelletia_kelletii,Lophogorgia_chilensis,Lytechinus_anamesus,Megathura_crenulata,Muricea_californica,Muricea_fruticosa,Panulirus_interruptus,Pycnopodia_helianthoides,Stylaster_californicus,Tethya_aurantia,Urticina_lofotensis,Haliotis_assimilis,Cryptochiton_stelleri,Haliotis_sorenseni,Undaria_pinnatifida,Mean_ONI_ANOM
AN,Anacapa Island,CC,Cathedral Cove,2018,Inside,TRUE,0.9167,0.0833,0,0,0.2917,3.4792,0,0,0.6667,0.7083,0,0,0.4583,0.0417,0,0,0.365,7e-4,2.655,0,7e-4,0.016,0,0.0076,0,0.0264,0,0.0014,0,0,0,0.0694,0,0,7e-4,0,0,0,0,0,0.039999999999999994
AN,Anacapa Island,CC,Cathedral Cove,2019,Inside,TRUE,0.375,0.2083,0,0,0.3125,5.25,0,0,0.9583,0.7917,0,0,0.1667,0.0417,0,0,0.225,7e-4,6.6775,0,0,0.0201,0.0021,0.0063,0,0.0042,0,0.0014,0,0,0,0.0681,0,0,0,0,0,0,0,0,0.75
AN,Anacapa Island,LC,Landing Cove,2005,Inside,TRUE,0.25,0.0417,0.2083,0.125,0.7292,14.9583,0,0,0.3333,0.125,0.0833,1.0833,2.75,1.3333,0,0,0.85,0,0,0,0,0.284,0,0,0,0.0042,0.0042,0,0.0181,0,7e-4,0.041,0,0,0.0035,0,0,0,0,0,0.04166666666666667
AN,Anacapa Island,LC,Landing Cove,2006,Inside,TRUE,0.0833,0.0417,0,0.0417,1.3958,16.1458,0,0,0.5,0.4583,0,1.25,3.625,2.375,0,0,0.7525,0.02,0,0,7e-4,0.1889,0,0,0,0.0049,0.0021,0,0.0132,0,0,0.016,0,0,0.0042,0,0,0,0,0,0.11416666666666668
AN,Anacapa Island,LC,Landing Cove,2007,Inside,TRUE,0.1667,0,0,0.2917,1.875,23.8958,0,0,0.2917,0.6667,0,1.25,3.5,2.0833,0,0,0.14,0,0,0,0,0.0931,0,0,0,0.0069,0.0049,0,0.0229,0,0,0.0083,0,0,0.0049,7e-4,0,0,0,0,-0.5908333333333333
AN,Anacapa Island,LC,Landing Cove,2008,Inside,TRUE,0.3333,0,0.0833,0.0417,1.25,25.0417,0,0,0.2917,0.75,0,1.0417,1.9167,1.875,0,0,0.3275,0.035,0,0,7e-4,0.1174,0.0028,0,0,7e-4,0.0014,0,0.0118,0.0014,0,0.0139,0,0,0.0063,0,0,0,0,0,-0.7583333333333333
AN,Anacapa Island,LC,Landing Cove,2009,Inside,TRUE,0.0833,0,0.0417,0.1667,1.0208,36.3125,0,0,0.2083,0.875,0,3.2708,1.9167,2.625,0,0.2083,0.11,0.02,0,0,7e-4,0.0431,0.0014,0,0,0.0028,0.0014,0,0.0063,0,7e-4,0.0042,0,0,0.0069,0,0,0,0,0,0.3125
AN,Anacapa Island,LC,Landing Cove,2010,Inside,TRUE,0,0,0.1667,0.125,1.2708,19.4375,0,0,0.0417,0.3333,0.0833,10.2917,2.7917,4,0,0,0.095,0.005,0,0,0,0.034,0.0014,0,0,0.0083,0.0014,0,0.0042,0,0,0.0069,0,0,0.0056,0,0,0,0,0,-0.4616666666666666
AN,Anacapa Island,LC,Landing Cove,2011,Inside,TRUE,0,0,0,0.125,1.75,16.8542,0,0,0.0833,0.4167,0,6.3125,4.2917,8.0417,0,0,0.05,0.005,0,0,0,0.0229,0,0,0,0,7e-4,0,0.0111,7e-4,0,0.0167,0,0,0.0097,0,0,0,0,0,-0.8391666666666666
AN,Anacapa Island,LC,Landing Cove,2012,Inside,TRUE,0,0,0.2083,0,1.5,15.5417,0,0,0.0417,0.25,0,7.7083,2.0833,2.6667,0,0,0.185,0.01,0,0,0,0.0542,0.0021,0,0,0.0042,0.0021,0,0.0056,7e-4,0,0.0049,0,0,0.0083,0,0,0,0,0,-0.11416666666666667
AN,Anacapa Island,LC,Landing Cove,2013,Inside,TRUE,0,0.0833,0.4167,0.0833,1.6458,26.2708,0,0,0.3333,0.5417,0,2.8125,2.6667,2.125,0,0.0417,0.215,0.02,0.0075,0,0,0.0667,0.0014,0,0,0.0028,0.0014,0,0.0111,7e-4,0,0.0201,0,0,0.0069,0,0,0,0,0,-0.29333333333333333
AN,Anacapa Island,LC,Landing Cove,2014,Inside,TRUE,0,0.0833,0.0417,0.3333,1.7708,17.25,0,0,0.2083,0.5417,0,2.8333,1.5,3.6667,0,0,0.1575,7e-4,0.0075,0,0.0014,0.134,7e-4,0,0,0.0042,0.0028,0,0.0028,0,0,0.0132,0,0,0.009,0,0,0,0,0,0.13999999999999999
AN,Anacapa Island,LC,Landing Cove,2015,Inside,TRUE,0.0417,0.5,0.0833,0.2083,1.75,3.6042,0,0,0.0417,0.0417,0,1.1042,1.1667,1.2083,0,0,0.535,0,0.995,0,0,0.1354,0.0014,0,0,0.0181,0.0014,0,0.0021,0,0,0.0299,0,0,0.0021,0,0,0,0,0,1.485
AN,Anacapa Island,LC,Landing Cove,2016,Inside,TRUE,0.125,0.5,0,0.0417,2.8333,6.1875,0,0,0.2917,0.2083,0,0.0417,0.2917,0.4583,0,0,0.8925,0,0.725,0,0.0042,0.1014,0.0028,0,0,0.0056,0.0035,0,0,0,0,0.0285,0,0,0.0014,0,0,0,0,0,0.35666666666666663
AN,Anacapa Island,LC,Landing Cove,2017,Inside,TRUE,0.2083,0.1667,0,0,1.0625,14.625,0,0.0833,0.0417,0.125,0,0,0.2083,0.2083,0,0,1.04,0,1.1825,0,0.0028,0.0611,0.0028,0,0,0.0035,0.0014,0,7e-4,0,0,0.0312,0,0,7e-4,0,0,0,0,0,-0.17666666666666667
AN,Anacapa Island,LC,Landing Cove,2018,Inside,TRUE,0.1667,0.125,0,0.2917,1.1042,34.5625,0,0,0.3333,0.375,0,0.125,0.0833,0.9167,0,0,0.165,0,0.08,0,0,0.134,0.009,7e-4,0,0.0035,0.0014,0.0035,0.0014,0,0,0.0215,0,0,0,0,0,0,0,0,0.039999999999999994
AN,Anacapa Island,LC,Landing Cove,2019,Inside,TRUE,1.1667,0.2917,0,0.0417,1.6042,15.6667,0,0,0.7917,0.1667,0,0,0.2083,0.25,0,0,1.335,7e-4,0.23,0,0.0021,0.1139,0.0035,0.0028,0,0.0104,0.0021,0,0,0,0,0.034,0,0,0.0014,0,0,0,0,0,0.75
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005,Inside,TRUE,0.0417,0.375,0.3333,0.0833,0,0,0,0,0.375,0.3333,0.5417,0,14.0417,6.125,0,0,0,0.035,0,0,0.0063,0.0028,0,0,0,0,0.0826,7e-4,0.0063,0.0181,0.0014,0,0.0021,0,0.0451,0,0,0,0,0,0.04166666666666667
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006,Inside,TRUE,0,0.3333,0.5833,0,0,0,0.0417,0,0.3333,0.2917,0.6667,0,11.0417,1.75,0,0.3333,0,0.085,0,0,7e-4,0.0083,0,0,0,0,0.0924,0,0.0174,0.0167,7e-4,0,7e-4,0,0.0729,0,0,0,0,0,0.11416666666666668
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2007,Inside,TRUE,0,0.375,0.375,0.0417,0,0,0.0417,0,0.125,0.25,0.2917,0,10.875,3.2083,0,0.3333,0,0.035,0,0,0.0229,0.0049,0,0,0,0,0.0757,0.009,0.009,0.025,0.0021,0,0,0,0.0562,0,0,0,0,0,-0.5908333333333333
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2008,Inside,TRUE,0.125,0.25,0.625,0,0,0,0,0,0.4583,0.125,0.3333,0,13.0417,18.375,0,0.375,0,0.015,0,0,0.0125,0.0042,0,0,0,0,0.0646,0.0611,0.0083,0.0118,0,7e-4,0,0,0.0757,0,0,0,0,0,-0.7583333333333333
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2009,Inside,TRUE,0.2917,0.3333,0.75,0.0417,0,0,0,0,0.1667,0.125,0.3333,0,7.0833,20.375,0,0.25,0,0.025,0,0,0.0049,0.0056,0,0,0,7e-4,0.0833,0.0076,0.0035,0.0167,0.0035,0.0014,0,0,0.0722,0,0,0,0,0,0.3125
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2010,Inside,TRUE,0,0.625,0.4167,0,0,0,0,0,0.0417,0.125,0.5,0,6.625,15.9167,0,0.0833,0.015,0.015,0.0025,0,0.05,0.0035,0,0,0,0,0.0653,0.0083,0,0.0132,0,0,0,0,0.0854,0,0,0,0,0,-0.4616666666666666
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2011,Inside,TRUE,0,0.2917,1.1667,0,0,0,0,0,0,0.25,1.2917,0,4.7917,47.75,0,0.25,0,0.025,0,0,7e-4,0.0049,0,0,0,0,0.0514,0.0014,0.0014,0.0132,7e-4,7e-4,7e-4,0,0.091,0,0,0,0,0,-0.8391666666666666
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2012,Inside,TRUE,0,0.125,0.8333,0,0,0,0.0417,0,0.0417,0.1667,1.1667,0,0.7083,27.625,0,0,0,0.04,0,0,7e-4,7e-4,0,0,0,0,0.0549,0,7e-4,0.009,0,7e-4,0,0,0.0785,0,0,0,0,0,-0.11416666666666667
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2013,Inside,TRUE,0,0.2083,2,0,0.0208,0,0,0,0,0.1667,0.625,0,0.2083,11.0417,0,0.1667,0,0.02,0.005,0,0.0028,0.0021,0,0,0,0.0014,0.0312,0,0.0014,0.0076,0.0014,0.0014,0,0,0.0931,0,0,0,0,0,-0.29333333333333333
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2014,Inside,TRUE,0.0417,0.25,0.5833,0,0,0,0,0,0.0833,0.25,0.0417,0,0.5417,13.4167,0,0.0833,0.1125,7e-4,0.6125,0,7e-4,0.0042,0,0,0,0.0035,0.0056,0,7e-4,0.0111,0.0014,0.0028,0,0,0.1243,0,0,0,0,0,0.13999999999999999
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2015,Inside,TRUE,0,0.8333,0.2917,0,0,0,0,0,0,0.25,0,0,0.4583,4.5833,0,0.0417,0.3625,0,10.87,0,0.0049,0.0111,0,0,0,0.0014,0.0042,0.0063,0,0.0069,0,0.0063,0,0,0.1069,0,0,0,0,0,1.485
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Inside,TRUE,0,1.75,0.0417,0,0,0,0,0.0833,0.0417,0.2917,0,0,0.1667,2.25,0,0,0.1475,0,22.5625,0,0.0014,0.0049,0.0021,0,0,0.0014,7e-4,0.0076,0,0.0042,0,0.0063,0,0,0.0833,0,0,0,0,0,0.35666666666666663
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2017,Inside,TRUE,0.0417,1.1667,0,0,0.0208,0.0208,0,0,0.0417,0.5,0,0,0.75,1.9583,0,0,0.345,0,7.5475,0,0,0.0111,7e-4,0,0,0.0076,0,0.1208,0,0.0097,0,0.0042,0,0,0.0576,0,0,0,0,0,-0.17666666666666667
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2018,Inside,TRUE,0,0.7083,0,0,0,1.2292,0,0,0.875,0.5,0,0,0.25,2.375,0,0,0.3275,0,1.5775,0,0,0.0201,0.0028,0,0,0.0021,0.0028,0.091,0,0.0042,0,0.0097,0,0,0.0604,0,0,0,0,0,0.039999999999999994
SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2019,Inside,TRUE,0.75,1,0,0,0.0208,6.8333,0,0,1.25,0.625,0,0,0.4583,2.9167,0,0.0833,0.2375,0,0.4875,0,0,0.0396,0.0035,0,0,0.0014,0.0708,0,0,0.0347,0.0028,0.0042,0,0,0.0667,0,0,0,0,0,0.75
SB,Santa Barbara Island,AP,Arch Point,2005,Outside,TRUE,0,0,0.0417,0,0,0,0,0,0.3333,0.125,0.7083,0,21.75,68.0833,0,0,0,0.06,0,0,0.0257,0.0069,0,0,0,0,0.0014,0.0028,0,0,7e-4,0,0,0,0,0,0,0,0,0,0.04166666666666667
SB,Santa Barbara Island,AP,Arch Point,2006,Outside,TRUE,0,0.25,0.1667,0,0,0,0.0417,0,0.375,0.0417,1.0417,0,18.3333,74.7083,0,0.375,0,0.12,0,0,0.0465,0.0111,0,0,0,0,7e-4,0.0104,7e-4,0,0,0.0056,0,0,0,0,0,0,0,0,0.11416666666666668
SB,Santa Barbara Island,AP,Arch Point,2007,Outside,TRUE,0.0833,0.0833,0.0833,0.0417,0,0,0,0,0.0833,0.125,0.2917,0,14.375,82.6667,0,0.2083,0,0.035,0,0,0.0444,0.0049,0,0,0,0,0.0021,0.0181,0,7e-4,0,0.0028,0,0,0,0,0,0,0,0,-0.5908333333333333
SB,Santa Barbara Island,AP,Arch Point,2008,Outside,TRUE,0,0.2083,0.25,0.1667,0,0,0,0,0.9583,0.2917,0.75,0,13.125,132.625,0,1.0417,0,0.105,0,0,0.034,0.0042,0,0,0,0,7e-4,0.0118,0.0014,0,0,0.0028,0,0,0,0,0,0,0,0,-0.7583333333333333
SB,Santa Barbara Island,AP,Arch Point,2009,Outside,TRUE,0.125,0,0.4167,0.0417,0,0,0,0,0.0417,0.2917,1,0,6.5,139.5833,0,0.5,0,0.09,0,0,0.109,0.0021,0,0,0,0,0.0028,0.0681,0,0.0014,0,0.0021,0,0,0,0,0,0,0,0,0.3125
SB,Santa Barbara Island,AP,Arch Point,2010,Outside,TRUE,0,0.0833,0.125,0.0833,0.1042,0,0,0,0.0417,0.1667,1.25,0,6.7083,131.5,0,0.2917,0,0.145,0,0,0.1604,0.0035,0,0,0,0,0,0.0194,0.0028,7e-4,0,7e-4,0,0,0,0,0,0,0,0,-0.4616666666666666
SB,Santa Barbara Island,AP,Arch Point,2011,Outside,TRUE,0,0.25,0.7917,0.2917,0,0,0,0,0.125,0.0833,3.25,0,5.9583,136.75,0,0.2917,0,0.15,0,0,0.0792,0.0042,0,0,0,0,0.0014,0.1187,0.0028,7e-4,0,0.0021,7e-4,0,7e-4,0,0,0,0,0,-0.8391666666666666
SB,Santa Barbara Island,AP,Arch Point,2012,Outside,TRUE,0,0.0417,0.2083,0.0833,0,0,0,0,0.2083,0,3.875,0,7.3333,88.1667,0,0.3333,0,0.225,0,0.02,0.0708,0.0069,0,0,0,0,0.0014,0.0535,0.0028,7e-4,0,0.0028,7e-4,0,7e-4,0,0,0,0,0,-0.11416666666666667
SB,Santa Barbara Island,AP,Arch Point,2013,Outside,TRUE,0,0.375,0.5,0,0.0208,0,0,0,0.0417,0.25,0.2917,0,9.9167,92,0,0.4167,0,0.075,0,0,0.0764,0.0132,0,0,0,0,7e-4,0.1646,0.0021,0,0,7e-4,0,0,0,0,0,0,0,0,-0.29333333333333333
SB,Santa Barbara Island,AP,Arch Point,2014,Outside,TRUE,0,0.0417,0.1667,0,0,0,0,0,0.0417,0.125,0.4583,0,5.25,224.375,0,0.125,0,0.0014,0,0,0.1229,0.0069,0,0,0,0,0.0021,0.0014,0.0014,0.0021,0,0,0,0,0,0,0,0,0,0,0.13999999999999999
SB,Santa Barbara Island,AP,Arch Point,2015,Outside,TRUE,0.0417,7.2083,0.125,0.0417,0,0,0,0,0.625,0.0417,0.0833,0,0.7917,28.8333,0,0.7083,0,0,0.82,0,0.1361,0.0187,0,0,0,0,7e-4,0.0507,0,0,0,0,0,0,0,0,0,0,0,0,1.485
SB,Santa Barbara Island,AP,Arch Point,2016,Outside,TRUE,0,1.0833,0,0,0.0625,0.0208,0,0,1.625,0,0,0,0.2917,7.6667,0,0.0417,0.54,0,3.85,0,0.0722,0.0118,0,0,0,0,0,0.0285,0,7e-4,0,0.0021,0,0,0,0,0,0,0,0,0.35666666666666663
SB,Santa Barbara Island,AP,Arch Point,2017,Outside,TRUE,0.1667,0.4583,0,0.0417,0.0208,0,0,0,2.25,0,0,0,0.1667,19.1667,0,0,0.3175,0,0.795,0,0.009,0.0243,7e-4,0,0,0,0,0.0521,0,7e-4,0,0.0021,0,0,0,0,0,0,0,0,-0.17666666666666667
SB,Santa Barbara Island,AP,Arch Point,2018,Outside,TRUE,0.2083,0.125,0,0.0417,0.0833,0.0208,0,0,4.4583,0,0,0,1.25,55.3333,0,0,0.17,0,0.11,0,0.0083,0.0187,7e-4,0,0,0,0,0.1257,0,0,0,0.0035,0,0,0,0,0,0,0,0,0.039999999999999994
SB,Santa Barbara Island,AP,Arch Point,2019,Outside,TRUE,1.7917,0.1667,0,0,0,0.0208,0,0,5.625,0.0833,0.125,0,2.6667,45,0,0,0.005,0,0.765,0,0.0076,0.0285,0,0.0014,0,0,0,0.0028,0,7e-4,0,0.0076,0,0,0,0,0,0,0,0,0.75
SB,Santa Barbara Island,CAT,Cat Canyon,2005,Outside,TRUE,0.125,0,0.0417,0,0,0,0,0,0.3333,0.5417,0.25,0,16,57.75,0,0,0,0.145,0,0,0.0063,0.0069,0,0,0,0,0,0,0.0014,7e-4,0,0,7e-4,0,7e-4,0,0,0,0,0,0.04166666666666667
SB,Santa Barbara Island,CAT,Cat Canyon,2006,Outside,TRUE,0.0417,0.0417,0.0833,0,0,0,0,0,0.125,0.8333,0.3333,0,12.75,34.4167,0,0.4167,0,0.08,0,0,0.0243,0.0049,0,0,0,0,0,0,0.0049,7e-4,0,0,0,0,0,0,0,0,0,0,0.11416666666666668
SB,Santa Barbara Island,CAT,Cat Canyon,2007,Outside,TRUE,0.0417,0.0417,0.2083,0.0417,0,0,0,0,0.7917,0.4583,0.0833,0,10.875,40.0833,0,0,0,0.06,0,0,0.0757,0.0049,0,0,0,0,0,0.0146,0.0021,0.0014,0,0.0014,0,0,0,0,0,0,0,0,-0.5908333333333333
SB,Santa Barbara Island,CAT,Cat Canyon,2008,Outside,TRUE,0.0417,0,0.1667,0.0833,0,0,0,0,0.6667,0.7083,0.1667,0,10.625,90.0417,0,0.375,0,0.06,0,0,0.05,0.0035,0,0,0,0,0,0.0056,0,0,0,0.0014,7e-4,0,0.0014,0,0,0,0,0,-0.7583333333333333
SB,Santa Barbara Island,CAT,Cat Canyon,2009,Outside,TRUE,0.2083,0,0.25,0,0,0,0,0,1.8333,0.0833,0.25,0,7.875,135.4583,0,0.1667,0,0.07,0,0,0.0729,0.0076,0,0,0,0,0,7e-4,0.0021,0,0,0,0,0,0,0,0,0,0,0,0.3125
SB,Santa Barbara Island,CAT,Cat Canyon,2010,Outside,TRUE,0,0.0417,0.3333,0,0,0,0,0,0.875,0.25,0.25,0,7.4583,35.4583,0,0.375,0.33,0.045,0,0,0.1903,0.0028,0,0,0,0.0014,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,-0.4616666666666666
SB,Santa Barbara Island,CAT,Cat Canyon,2011,Outside,TRUE,0.0417,0,0.0833,0.0417,0,0,0,0,0.875,0.2083,0.1667,0,11.3333,79.7083,0,0.4167,0,0.145,0,0,0.1792,0.0056,0,0,0,0,0,7e-4,0.0042,7e-4,0,0,0,0,0.0042,0,0,0,0,0,-0.8391666666666666
SB,Santa Barbara Island,CAT,Cat Canyon,2012,Outside,TRUE,0,0,0.1667,0.125,0.0208,0,0,0,0.25,0.125,0.0833,0,3.5417,63.9167,0,0.0833,0,0.18,0,0.005,0.341,0.0139,0,7e-4,0,0,0,0,0.0049,0.0014,7e-4,0,0,0,0.0035,0,0,0,0,0,-0.11416666666666667
SB,Santa Barbara Island,CAT,Cat Canyon,2013,Outside,TRUE,0.0417,0,0.375,0.125,0,0,0,0,0.125,0.0833,0,0,2.0833,49.9583,0,0.125,0.08,0.04,0,0.015,0.0604,0.0167,0,0,0,0,0,0,7e-4,0,0,0.0014,0,0,7e-4,0,0,0,0,0,-0.29333333333333333
SB,Santa Barbara Island,CAT,Cat Canyon,2014,Outside,TRUE,0,0.0417,0.375,0.0833,0,0,0.0417,0,0.5,0.25,0.125,0,1.5417,44.1667,0,0.4167,0.045,0,0.075,0,0.0785,0.0236,7e-4,0,0,0.0014,0,0,0.0014,0,0,0.0042,0,0,0.0014,0,0,0,0,0,0.13999999999999999
SB,Santa Barbara Island,CAT,Cat Canyon,2015,Outside,TRUE,0,1.2917,0,0.1667,0.0208,0,0.0417,0,1.875,0.0833,0,0,2,20.6667,0,0.0833,0.005,0,8.5675,0,0.0174,0.0208,0.0028,0,0,0.0021,7e-4,0,7e-4,0.0014,0,0.0049,0,0,0,0,0,0,0,0,1.485
SB,Santa Barbara Island,CAT,Cat Canyon,2016,Outside,TRUE,0.0833,0.9583,0,0.2917,0.1458,0,0,0,4.7917,0.375,0,0,0.5833,0.4583,0,0.0417,0.005,0,11.735,0,0.0507,0.0063,0,0,0,7e-4,0,0.0021,0,0.0014,0,0.0014,0,0,0,0,0,0,0,0,0.35666666666666663
SB,Santa Barbara Island,CAT,Cat Canyon,2017,Outside,TRUE,0.0833,0.0833,0,0,0,0,0,0,6.1667,0.0833,0,0,0.9583,0.7083,0,0.0417,0.9175,7e-4,7.2775,0,0,0.009,7e-4,7e-4,0,0,0,0.0042,0,0.0014,0,0.0042,0,0,0,0,0,0,0,0,-0.17666666666666667
SB,Santa Barbara Island,CAT,Cat Canyon,2018,Outside,TRUE,0.3333,0.2083,0,0.0417,0,0,0,0,7.2083,0.0417,0,0,0.9583,1.75,0,0.0417,0.6325,0,4.2325,0,0,0.0139,0.0014,0.0049,0,0,0,0,0,0.0014,0,0.0028,0,0,0,0,0,0,0,0,0.039999999999999994
SB,Santa Barbara Island,CAT,Cat Canyon,2019,Outside,TRUE,0.1667,0.0417,0,0.0833,0,0,0,0,1.5417,0.0833,0.0417,0,1.125,1.7917,0,0,0.0625,0,2.15,0,0,0.0021,0,0.0021,0,0.0056,0,0,0,0,0,0.0076,0,0,0,0,0,0,0,0,0.75
SR,Santa Rosa Island,CP,Cluster Point,2005,Outside,TRUE,0,0,0,0,0.0208,0,0,0,0,0.125,1.5417,0.4792,0.4583,0.5417,0.2083,0,0.0675,0.125,0,0,0,0.0139,0,0,0.0014,0.0146,0,0,0.0187,0,0,0,0.016,0,0.1951,0.0396,0,0,0,0,0.04166666666666667
SR,Santa Rosa Island,CP,Cluster Point,2006,Outside,TRUE,0,0,0,0.125,0.0208,0,0,0,0,0.25,1.625,3.625,1.0417,0.2917,0.3333,0,0.6275,0.115,0,0,0,0.0139,0,0,7e-4,0.0063,0,0,0.0104,0,0,0,0.0326,0,0.1382,0.0306,0,0,0,0,0.11416666666666668
SR,Santa Rosa Island,CP,Cluster Point,2007,Outside,TRUE,0,0,0,0.2083,0.0208,0.1042,0.0417,0,0,0.1667,2.625,2.9792,2.3333,1.25,0.4583,0,0.16,0.11,0,0,0,0.0215,0,0,0.0014,0.0083,0,0,0.0146,0,0,0,0.0167,0,0.175,0.0479,0,0,0,0,-0.5908333333333333
SR,Santa Rosa Island,CP,Cluster Point,2008,Outside,TRUE,0,0,0.0417,0.2083,0.0625,0.0417,0,0,0,0.2083,2,5.6458,2.7917,2.1667,0.2917,0,0.3675,0.33,0,0,0.0014,0.0187,0,0,7e-4,0.0076,0,0,0.0132,0,0,0,0.0056,0,0.1569,0.0243,0,0,0,0,-0.7583333333333333
SR,Santa Rosa Island,CP,Cluster Point,2009,Outside,TRUE,0,0,0.0417,0.5833,0.1042,0,0,0,0,0.125,4.2083,2.0833,4.25,6.4167,0.9167,0,0.2075,0.13,0,0,0,0.0076,0,0,0.0021,0.0104,0,0,0.016,0,0,0,0.0097,0,0.2111,0.0382,0,0,0,0,0.3125
SR,Santa Rosa Island,CP,Cluster Point,2010,Outside,TRUE,0,0,0.0417,0.1667,0.1667,0,0,0,0,0.2917,2.25,1.1042,4.25,6.4167,0.4583,0,0.06,0.13,0,0,0,0.0181,0,0,7e-4,0.0243,0,0,0.0104,0,0,0,0.0069,0,0.2062,0.0389,0,0,0,0,-0.4616666666666666
SR,Santa Rosa Island,CP,Cluster Point,2011,Outside,TRUE,0,0,0.0833,0.2083,0.2292,0,0,0,0,0.1667,5.0417,0.9792,5.9583,8.25,1.1667,0,0.04,0.105,0,0,0,0.0132,0,0,0,0.0083,0,0,0.0174,0,0,0,0.0104,0,0.191,0.0389,0,0,0,0,-0.8391666666666666
SR,Santa Rosa Island,CP,Cluster Point,2012,Outside,TRUE,0,0,0.0417,0.2917,0.2083,0,0,0,0,0.1667,3.8333,0.2917,4.2917,2.3333,0.6667,0,0.0375,0.135,0,0,0,0.0153,0,0,7e-4,0.0042,0,0,0.0229,0,0,0,0.0201,0,0.1882,0.0486,0,0,0,0,-0.11416666666666667
SR,Santa Rosa Island,CP,Cluster Point,2013,Outside,TRUE,0,0,0.1667,0.0833,0.5,0.0417,0,0,0,0.0833,4.5833,0.2292,4.7917,6.6667,0.2917,0,0.035,0.1,0,0,0,0.0243,0,0,7e-4,0.016,0,0,0.0194,0,0,0,0.0174,0,0.2188,0.0625,0,0,0,0,-0.29333333333333333
SR,Santa Rosa Island,CP,Cluster Point,2014,Outside,TRUE,0,0,0.25,0.125,0.4792,0,0.0417,0,0,0.1667,4,0.25,5.7917,11.125,0.2917,0,0.045,0.0014,0,0,0.0014,0.0306,0,0,0,0.009,0,0,0.0187,0,0,0,0,0,0.2028,0.0437,0,7e-4,0,0,0.13999999999999999
SR,Santa Rosa Island,CP,Cluster Point,2015,Outside,TRUE,0,0,0.1667,0.2083,0.2917,0,0,0,0,0.2083,1.4167,0.4375,9.4167,22.4167,0.2083,0,0.0575,0.0042,0,0,0.0118,0.1882,0,0,0.0104,0.0118,0,0.0014,0.0312,0,0,0,0,0,0.1507,0.0465,0,0,0,0,1.485
SR,Santa Rosa Island,CP,Cluster Point,2016,Outside,TRUE,0,0,0.0417,0.2083,0.2292,0,0,0,0.0833,0.1667,0.875,0.4792,7.6667,23.2917,0,0,0.0025,0.0014,0,0,0,0.2049,0,0,0.0014,0.0118,0,7e-4,0.0389,0,0,0,0,0,0.1229,0.05,0,7e-4,0,0,0.35666666666666663
SR,Santa Rosa Island,CP,Cluster Point,2017,Outside,TRUE,0,0,0.0417,0.1667,0,0,0.0417,0,0.0417,0.125,1.0417,0,4.2917,34.7083,0,0,0,0.0021,0,0,0,0.2896,0,0,0.0174,0.0125,0,0.0035,0.0368,0,0,0,0,0,0.1201,0.0368,0,0,0,0,-0.17666666666666667
SR,Santa Rosa Island,CP,Cluster Point,2018,Outside,TRUE,0,0,0.0417,0.1667,0,0,0,0,0.125,0.0833,1.4583,0,4.125,64.375,0,0,0,0,0,0,0.0063,0.2354,0,0,0.0118,0.0083,0,0.0083,0.0285,0,0,0,0,0,0.0903,0.0472,7e-4,0,0,0,0.039999999999999994
SR,Santa Rosa Island,CP,Cluster Point,2019,Outside,TRUE,0,0.0417,0.25,0.0417,0,0,0.0833,0,0.25,0.125,1.6667,0,3.4167,33.375,0,0,0.0025,7e-4,0,0,0.0118,0.5035,0,0,0.0035,0.016,0,0.0444,0.0174,0,0,0,0,0,0.0306,0.05,0,0,0,0,0.75
SR,Santa Rosa Island,TC,Trancion Canyon,2005,Inside,TRUE,0,0,0.1667,0.625,0,0,0,0,0,0.25,1.3333,0.2917,6,1.2083,0.7917,0,0.12,0.37,0,0,0,0.0104,0,0,0.0014,0.0028,7e-4,0,0.016,0,0,0,0.0549,0,0.0993,0.0486,0,0,0,0,0.04166666666666667
