IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,Artedius corallinus,Atherinops affinis,Caulolatilus princeps,Cephaloscyllium ventriosum,Chromis punctipinnis,Embiotoca jacksoni,Embiotoca lateralis,Gibbonsia,Girella nigricans,Gymnothorax mordax,Halichoeres semicinctus,Heterodontus francisci,Heterostichus rostratus,Hypsypops rubicundus,Lythrypnus zebra,Medialuna californiensis,Myliobatis californica,Ophiodon elongatus,Orthonopias triacis,Oxyjulis californica,Oxylebius pictus,Paralabrax clathratus,Phanerodon furcatus,Rhacochilus toxotes,Rhacochilus vacca,Sardinops sagax,Scomber japonicus,Scorpaena guttata,Scorpaenichthys marmoratus,Sebastes atrovirens,Sebastes atrovirens/carnatus/caurinus/chrysomelas,Sebastes carnatus,Sebastes caurinus,Sebastes chrysomelas,Sebastes miniatus,Sebastes mystinus,Sebastes semicinctus,Sebastes serranoides,Sebastes serranoides/flavidus,Sebastes serriceps,Semicossyphus pulcher,Seriola lalandi,Trachurus symmetricus,Brachyistius frenatus,Mola mola,Sebastes auriculatus ,Sebastes chrysomelas/carnatus,Sebastes dallii,Sebastes saxicola,Sphyraena argentea,Stereolepis gigas,Artedius harringtoni,Atractoscion nobilis,Aulorhynchus flavidus,Citharichthys stigmaeus,Cymatogaster aggregata,Embiotocidae,Hypsurus caryi,larval fish spp.,Leiocottus hirundo,Phanerodon spp.,Pleuronichthys coenosus,Sebastes diploproa,Sebastes paucispinis,Apogon atricaudus,Gibbonsia elegans,Sebastes rastrelliger,Azurina hirundo,"baitfish, unidentified",Cottidae,Paralichthys californicus,Rathbunella hypoplecta,Neoclinus,Neoclinus stephensae,Squatina californica,Bathymasteridae,Triakis semifasciata,Hyperprosopon argenteum,Phanerodon atripes,Sebastes melanops,Anisotremus davidsonii,Neoclinus blanchardi,Paralabrax nebulifer,Porichthys notatus,Sarda chiliensis,Neoclinus uninotatus,Hermosilla azurea,Platyrhinoidis triseriata,Anarrhichthys ocellatus,Gobiesox,Hexagrammos decagrammus,Sebastes pinniger,Galeorhinus galeus,Gibbonsia montereyensis,Notorynchus cepedianus,Sebastes rosaceus,Stichaeidae,Citharichthys
AN,Anacapa Island,CC,Cathedral Cove,2017,Inside,0,325,1,0,300.3333333333333,5.166666666666667,0,0,50,2,12.555555555555555,0,27.5,11.666666666666666,1,22,0,0,0,17,0,29.5,0,0,0.5,0,0,0,0,0.3333333333333333,15,0,0,0,0,0.16666666666666666,0,0.3333333333333333,0,0,7,0,0,12.666666666666666,0,0,0,0,0,0,0,0,0,0,0,60.333333333333336,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2018,Inside,0,165,0,0,302.3,1.7,0,0,10,1,6.666666666666667,0,189.33333333333334,6.6,0,2,0,0,0,2.1,0,13.5,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.733333333333333,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2019,Inside,0,40,11.5,0,67.5,1.25,0,0,5,0,7.25,0,50,5.916666666666667,0,2,0,0,0,9,0,12,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,5.916666666666667,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2005,Outside,1,0,0,0,160.6,0.4,0,1,0.6,0,0.3,0,0,6.9,0,2.6,0,0,1,8,28.6,1.4,0,0,0.3,0,0,0,0,0,0,0,0,1.5,0,0.6,0,0,0,0.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2006,Outside,0,0,3,0,86.625,0.625,0,0,1.125,0,0.125,0,0,5.875,8.333333333333334,4.25,0,0,0,0,22,2.875,0,0,0.125,0,0,1,1,0,0,0,0,1.3333333333333333,0,0,0,0,0,0.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2007,Outside,1,0,1,0,87.625,0,0,0,1.75,0,1.0833333333333333,0,0,8.375,4,2,0,0,0,0.75,28,2.625,0,0,0.25,0,0,1,0,1.625,2.25,0,0,3,0,0,0,0,0,1.375,0.9166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2008,Outside,0,0,0,0,33.166666666666664,0.3333333333333333,0,0,0.16666666666666666,0,0.7777777777777778,0,0,8,2,0,0,0,0,0.16666666666666666,10,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0.16666666666666666,0,0,0,0.16666666666666666,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2009,Outside,0,0,1,0,232.3,0.5,0,0,2.4,0,1.5333333333333334,0,0,8.2,2,1,0,0,2,11.7,37,4.9,0,0,0.6,0,0,0,1,0.3,1,0,0,0,3,0.5,0,0,0,0.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2010,Outside,0,0,1,0,234.8,1.2,0,0,3.8,0,1.2666666666666666,0,0,7.3,2,1.3333333333333333,0,0,0,25,64.8,3,0,0,0,0,0,1,1,0,12.5,0,5.333333333333333,1,0,137.1,0,0,2.6,1.8,4.666666666666667,0,0,0,0,1,11.5,0,1.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2011,Outside,1,0,0,0,1.6,0,0,0,1.2,0,0,0,0,7.3,0,0,0,2,0,0,24.4,1.1,0,0,0,0,0,0,1,1.2,2.5,1,0,1,0,1.3,0,0,0,0,2.4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2012,Outside,0,0,0,0,40,0,0,0,0,0,0,0,0,5.166666666666667,0,0,0,0,0,1.3333333333333333,29.666666666666668,0.3333333333333333,0,0,0,0,0,1,1,0,77,0,0,1,2.6666666666666665,72,0,0,4.333333333333333,0,1.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2013,Outside,0,0,0,0,68.16666666666667,0.16666666666666666,0,0,0,0,0,0,0,6.333333333333333,0,0,0,0,0,0.3333333333333333,24.666666666666668,0.16666666666666666,0,0,0,0,0,0,1,1,85.33333333333333,0,0,2,19.666666666666668,224.5,0,0,69.33333333333333,0.5,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2014,Outside,0,0,0,0,1119,0,0.125,1,2,1,5.333333333333333,0,0,9.75,1,8.5,0,0,0,320,30.5,9.5,0,0,0,0,0,0,1,0,0,0,1,2.5,0,7,0,1,0,0.625,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2015,Outside,1,0,1.5,0,899.625,0.375,0,0,31.75,1,15.25,1,0,17.625,5,48,0,0,0,50.875,3,30.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2016,Outside,0,0,1,0,427.5,0,0,0,0,0,0.6666666666666666,0,0,13,3,103.5,0,0,0,2.25,5,6,0,0,0,0,0,0,0,0.25,0,0,0,0,0,15.5,0,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2017,Outside,0,0,1,0,196,0,0,0,0,3,15.066666666666666,0,0,20.5,1,8.2,0,0,0,0,3.8,11.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,17.333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2018,Outside,0,0,0,0,9.375,0,0,0,0,0,0.25,0,0,7.916666666666667,1.5,18,0,0,0,0,1.75,0.5,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.125,0,0,0.25,0,5.083333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,EFC,East Fish Camp,2019,Outside,0,0,0,0,5.25,0,0,0,0,0,0,0,0,8.833333333333334,1,0,0,0,1,0,3.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2005,Inside,0,0,1,0,78,5.833333333333333,0,1,8.166666666666666,0,0.3333333333333333,0,1.6,4.333333333333333,0,6.666666666666667,1,0,0,12,4.333333333333333,6.333333333333333,0,0,0.16666666666666666,0,0,1,0,0.5,0,0,0,1,0,0,0,0,0,1.3333333333333333,1.2222222222222223,0,0,44.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2006,Inside,0,0,0,0,203,10.3,0.7,0,7.8,0,1.8571428571428572,0,2.25,6.4,2.5,14.2,1,0,0,64,9,14.7,0,4,0.6,0,0,1,0,3.4,0,1,0,1.5,0,0,0,0,0,1.2,2.3333333333333335,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2007,Inside,0,0,0,0,150.66666666666666,9,0.5,0,6.833333333333333,1,3.625,0,0,6.666666666666667,3,0,0,0,0,84,5.333333333333333,6.166666666666667,0,0,0.3333333333333333,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2.8333333333333335,2.888888888888889,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2008,Inside,0,15.333333333333334,0,0,78.83333333333333,5.666666666666667,1.3333333333333333,1,3.5,0,1.3333333333333333,0,2,4.666666666666667,4,5,0,0,0,32.166666666666664,12.666666666666666,5.333333333333333,0,0,0.5,0,0,0,0,1.5,9,0,0,1.6666666666666667,0,0,0,0,0,2.6666666666666665,1.4444444444444444,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2009,Inside,0,0,0,1,262.5,6,1.3333333333333333,0,18.666666666666668,0,1,0,1.5,5.333333333333333,1,3.5,0,0,0,27.166666666666668,3,4.333333333333333,0,0,0,0,0,0,0,3.1666666666666665,4,0,0,1,0,0,0,3.3333333333333335,0,1.3333333333333333,3.4444444444444446,0,0,3.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2010,Inside,0,0,1,0,73.6,2.6,1.1,0,6.2,1,0.26666666666666666,0,1,4.6,1.6666666666666667,1,0,0,0,29.7,3.8,3,0,1,0,0,0,0,0,2.5,4.25,0,2,1.25,0,21.5,0,0,0.8,1,3.2666666666666666,0,0,1.75,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,0,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2011,Inside,1,0,0,1,100.16666666666667,4.5,1.75,1,19.833333333333332,1,0.7777777777777778,1,1,6.5,5.666666666666667,2.5,0,0,0,67.58333333333333,19,5.333333333333333,0,0,0.25,0,0,0,1,4.333333333333333,1.3333333333333333,0,2,1.8,0,1.1666666666666667,0,0.6666666666666666,0.16666666666666666,0.75,3.0555555555555554,0,0,3.4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2012,Inside,0,14,0,2,100.8,4.5,2,1,19.6,0,0.7333333333333333,0,1,5.7,5,3.5,0,0,0,13,7.6,2,0,0,1.1,0,0,0,2,1,0,1,0,1.5,0,4.8,0,1.8,8,0.7,0.6,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,1500,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2013,Inside,0,0,0,0,142.125,7.5,7,0,27,0,0.75,0,1.25,4.625,0,7,0,0,0,120.25,14.5,9.875,0,0,4.25,0,0,0,1,2.625,0,0,0,0,0,26.875,0,1.5,136.5,1.875,3.4166666666666665,0,0,96.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2014,Inside,0,0,0,0,496,12.833333333333334,2.5,0,36,1,3.6666666666666665,2,2,14,0,4.5,0,0,0,24.833333333333332,6,22.833333333333332,0,0,12.5,0,0,0,0,5.5,0,0,0,1,0,0.8333333333333334,0,3.6666666666666665,2.6666666666666665,1,3.3333333333333335,0,0,49.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2015,Inside,0,0,7,0,359.6,8.5,0.2,1.5,22.4,1,7.466666666666667,0,1.5,12.3,17.333333333333332,6.6,1,0,0,26,2.4,20.5,0,0,1.4,0,0,1.3333333333333333,0,1.6,0,0,0,1,0,0.1,0,0.8,0.4,0.6,3.8,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2016,Inside,0,291.6666666666667,0,0,417,11.25,0,0,38.75,1,8.75,3,2,14.75,1,5.5,0,0,0,14.625,0.5,25,0,0,0.125,0,0,1.5,0,0,0,0,0,0,0,0.875,0,0.25,0,0.5,7.916666666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2017,Inside,0,0,1.5,0,294.5,2.375,0,1,22.5,1,9.833333333333334,1,0,15.75,4.333333333333333,5.5,0,0,0,12.5,0.75,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.375,9.916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2018,Inside,0,0,0,0,322.875,2.875,0,1,47,2,4.416666666666667,0,0,14.083333333333334,2.5,1,0,0,0,5,0.25,16.625,0,0,0,0,0,0,0,1.125,0,0,0,0,0,0,0,0.25,0,0,4.583333333333333,0,0,6.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LC,Landing Cove,2019,Inside,0,0,0,0,76.16666666666667,1.8333333333333333,0,0,14,0,1,1,82,9.777777777777779,5,1.5,0,0,0,9.833333333333334,0.3333333333333333,6.333333333333333,0,0,0.6666666666666666,0,0,1,0,0.6666666666666666,0,0,0,0,0,0,0,3.3333333333333335,0,0.16666666666666666,4.333333333333333,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2005,Outside,0,0,1,0,100.125,1.5,0,1.5,6.125,0,3.5,0,1.5,4.5,0,4.25,0,0,1,47.25,10.5,5,0,0,0.75,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.375,3.9166666666666665,0,0,117.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2006,Outside,0,64.5,0,0,125,2.8,0,1,3,0,3.2,0,0,6,0,35.8,1,0,0,60.5,26.6,5.3,0,0,1.8,0,0,1,0,0.5,0,0,0,1,0,1.3,0,0,0,0,2.2666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2007,Outside,0,0,2,0,227.5,0,0,0,2,0,2.6666666666666665,0,0,6,1,10,0,0,0,34,24,5.5,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2008,Outside,1,0,2,0,292.375,0.875,0,0,0,0,2.0833333333333335,0,0,6.5,0,7,1,0,0,27.5,28.75,4.5,0,0,0.125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.375,5.916666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2009,Outside,0,0,1,0,204.125,2.25,0,0,1.5,0,2.5,0,0,6.75,0,2.5,0,0,1,24.5,44.25,4.125,0,0,0.5,0,0,0,1,0,0,1,0,0,0,0.125,0,0,0,0.25,9.166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2010,Outside,1,0,3.857142857142857,0,24.214285714285715,0.7142857142857143,0,0,0.8571428571428571,0,0,1,0,4.785714285714286,1,15,0,0,1,2.5,20.857142857142858,0.35714285714285715,0,0,0.14285714285714285,0,0,0,0,0,2,0,0,1,0,6.5,0,0,0,0.07142857142857142,4.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2011,Outside,1,0,2.6666666666666665,0,44.9,0.7,0,0,2,0,0,0,0,4.8,0,17,0,0,0,1.3,14.8,12.7,0,0,0.4,0,0,1,1.8,0.1,0,0,0,1,0,2.1,0,0,0,0.1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2012,Outside,0,0,2.5,0,97.75,0.5,0,1,18,0,0.16666666666666666,0,0,5.75,1,30,0,2,2,0,59,4.75,0,0,1,0,0,0,1,0,0,0,0,1,0,39.25,0,0,0,0.25,2.1666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2013,Outside,0,0,4.333333333333333,0,81,2.75,0,0,17.25,0,0.4166666666666667,0,0,5,0,4.333333333333333,0,0,0,20,32.5,8,0,0,0.875,0,0,0,1,0,0,0,0,1,0,233.75,0,0.25,0,0.25,3.4166666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2014,Outside,0,0,1,0,282.125,3.875,0.25,0,30,0,2.1666666666666665,0,1,4.75,0,6.75,0,0,0,88.375,24.5,8.125,0,3,5.5,0,0,0,2,0,0,0,0,1,0,13.125,0,1.75,0,0.25,1.9166666666666667,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2015,Outside,0,0,20.875,0,1497,0.25,0,0,14,0,31.416666666666668,1,0,16.5,0,15.75,0,0,0,103.75,1.75,31.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2016,Outside,0,0,7,0,123.33333333333333,0.5,0,0,9,0,35.111111111111114,0,0,10,0,2,0,0,0,0.8333333333333334,1,20.333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2017,Outside,0,0,3,0,261,6.75,0,0,30.75,0,50.166666666666664,0,0,23.5,0,14.25,0,0,0,84.125,4.75,27.125,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2018,Outside,0,0,1,0,277.5,0.5,0,0,75,0,14,0,0,10.5,0,15.5,0,0,0,9.5,2.5,26.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.166666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,LH,Lighthouse,2019,Outside,0,35.666666666666664,1,0,63.583333333333336,0,0,0,25.333333333333332,0,6.888888888888889,0,3.3333333333333335,15.11111111111111,0,4.833333333333333,0,0,0,32.833333333333336,0,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.166666666666666,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
