SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,ReserveStatus,ReserveYear,Area_Surveyed,Total_Count,Percent_Cover
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2004,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2005,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2006,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2007,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2008,Inside,2003,6,3,0.5
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2009,Inside,2003,6,7,1.1667
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2010,Inside,2003,6,2,0.3333
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2011,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2012,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2013,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2014,Inside,2003,6,2,0.3333
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2015,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2016,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2017,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2018,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,9001,Serpulorbis squamigerus,scaled wormsnail,2019,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1985,Inside,2003,10,35,3.5
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1986,Inside,2003,10,2,0.2
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1987,Inside,2003,10,9,0.9
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1988,Inside,2003,10,22,2.2
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1989,Inside,2003,10,24,2.4
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1990,Inside,2003,10,16,1.6
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1991,Inside,2003,10,7,0.7
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1992,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1993,Inside,2003,10,8,0.8
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1994,Inside,2003,10,7,0.7
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1995,Inside,2003,10,3,0.3
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1996,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1997,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1998,Inside,2003,6,2,0.3333
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),1999,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2000,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2001,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2002,Inside,2003,6,28,4.6667
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2003,Inside,2003,6,176,29.3333
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2004,Inside,2003,6,76,12.6667
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2005,Inside,2003,6,48,8
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2006,Inside,2003,6,122,20.3333
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2007,Inside,2003,6,35,5.8333
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2008,Inside,2003,6,31,5.1667
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2009,Inside,2003,6,8,1.3333
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2010,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2011,Inside,2003,6,8,1.3333
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2012,Inside,2003,6,8,1.3333
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2013,Inside,2003,6,3,0.5
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2014,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2015,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2016,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2017,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2018,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10001,Bryozoa,bryozoans (miscellaneous),2019,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1982,Inside,2003,5,4,0.8
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1983,Inside,2003,4,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1984,Inside,2003,5,1,0.2
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1985,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1986,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1987,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1988,Inside,2003,10,1,0.1
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1989,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1990,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1991,Inside,2003,10,5,0.5
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1992,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1993,Inside,2003,10,1,0.1
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1994,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1995,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1996,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1997,Inside,2003,6,2,0.3333
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1998,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,1999,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2000,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2001,Inside,2003,6,3,0.5
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2002,Inside,2003,6,11,1.8333
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2003,Inside,2003,6,8,1.3333
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2004,Inside,2003,6,2,0.3333
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2005,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2006,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2007,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2008,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2009,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2010,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2011,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2012,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2013,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2014,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2015,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2016,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2017,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2018,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,10002,Diaperoecia californica,Southern staghorn bryozoan,2019,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,1988,Inside,2003,10,1,0.1
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,1995,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,1996,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,1997,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,1998,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,1999,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2000,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2001,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2002,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2003,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2004,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2005,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2006,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2007,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2008,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2009,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2010,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2011,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2012,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2013,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2014,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2015,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2016,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2017,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2018,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11008,Pachythyone rubra,aggregated red sea cucumber,2019,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2003,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2004,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2005,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2006,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2007,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2008,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2009,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2010,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2011,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2012,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2013,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2014,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2015,Inside,2003,6,19,3.1667
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2016,Inside,2003,6,131,21.8333
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2017,Inside,2003,6,81,13.5
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2018,Inside,2003,6,61,10.1667
2,SM,San Miguel Island,HR,Hare Rock,11010,Ophiothrix spiculata,spiny brittle star,2019,Inside,2003,6,73,12.1667
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1982,Inside,2003,5,8,1.6
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1985,Inside,2003,10,1,0.1
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1986,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1987,Inside,2003,10,2,0.2
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1988,Inside,2003,10,1,0.1
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1989,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1990,Inside,2003,10,1,0.1
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1991,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1992,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1993,Inside,2003,10,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1994,Inside,2003,10,2,0.2
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1995,Inside,2003,10,1,0.1
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1996,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1997,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1998,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,1999,Inside,2003,6,2,0.3333
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2000,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2001,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2002,Inside,2003,6,8,1.3333
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2003,Inside,2003,6,3,0.5
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2004,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2005,Inside,2003,6,2,0.3333
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2006,Inside,2003,6,1,0.1667
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2007,Inside,2003,6,4,0.6667
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2008,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2009,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2010,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2011,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2012,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2013,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2014,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2015,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2016,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2017,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2018,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,12001,Tunicata,tunicates,2019,Inside,2003,6,0,0
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1983,Inside,2003,4,0,0
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1984,Inside,2003,5,13,2.6
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1985,Inside,2003,10,14,1.4
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1986,Inside,2003,10,137,13.7
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1987,Inside,2003,10,60,6
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1988,Inside,2003,10,81,8.1
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1989,Inside,2003,10,52,5.2
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1990,Inside,2003,10,165,16.5
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1991,Inside,2003,10,79,7.9
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1992,Inside,2003,10,95,9.5
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1993,Inside,2003,10,100,10
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1994,Inside,2003,10,123,12.3
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1995,Inside,2003,10,65,6.5
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1996,Inside,2003,6,113,18.8333
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1997,Inside,2003,6,48,8
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1998,Inside,2003,6,46,7.6667
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,1999,Inside,2003,6,159,26.5
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,2000,Inside,2003,6,88,14.6667
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,2001,Inside,2003,6,71,11.8333
2,SM,San Miguel Island,HR,Hare Rock,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,2002,Inside,2003,6,38,6.3333
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2003,Inside,2003,6,62,10.3333
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2004,Inside,2003,6,64,10.6667
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2005,Inside,2003,6,38,6.3333
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2006,Inside,2003,6,62,10.3333
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2007,Inside,2003,6,31,5.1667
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2008,Inside,2003,6,15,2.5
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2009,Inside,2003,6,35,5.8333
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2010,Inside,2003,6,87,14.5
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2011,Inside,2003,6,39,6.5
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2012,Inside,2003,6,8,1.3333
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2013,Inside,2003,6,60,10
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2014,Inside,2003,6,91,15.1667
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2015,Inside,2003,6,105,17.5
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2016,Inside,2003,6,71,11.8333
2,SM,San Miguel Island,HR,Hare Rock,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2017,Inside,2003,6,73,12.1667
